114,41.05128,29.0031,RED
122,41.05128,29.0031,RED
184,41.05334,29.00382,RED
172,41.05182,29.00597,RED
119,41.04683,29.00313,RED
166,41.04595,28.99986,RED
121,41.0455,28.99978,RED
123,41.0455,28.99978,RED
174,41.05208,29.00721,RED
126,41.04713,29.00911,RED
113,41.04615,29.01204,RED
133,41.04378,29.00996,RED
145,41.05619,28.99996,RED
124,41.05938,29.00036,RED
168,41.0616,29.00046,RED
187,41.06113,28.99808,RED
173,41.05842,29.0072,RED
118,41.06148,29.00481,RED
169,41.06438,29.00136,RED
197,41.06644,29.00427,RED
137,41.05175,28.99054,RED
156,41.05243,28.99045,RED
159,41.05367,28.98939,RED
153,41.053072478048,28.987209066283,RED
192,41.06604,29.00737,RED
131,41.06604,29.00737,RED
112,41.08052,29.01224,RED
154,41.0831,29.01515,RED
170,41.05689,28.98713,RED
105,41.0855,29.00871,RED
111,41.07002,29.01765,GREEN
198,41.07277,29.01666,GREEN
185,41.07438,29.01853,GREEN
189,41.07565,29.02047,GREEN
163,41.06773,29.02029,GREEN
142,41.07595,29.01577,GREEN
190,41.07684,29.01543,GREEN
160,41.07684,29.01543,GREEN
167,41.07684,29.01543,GREEN
116,41.07826,29.01577,GREEN
100,41.07826,29.01577,GREEN
186,41.08044,29.01554,GREEN
175,41.07891,29.02122,GREEN
127,41.07998,29.02133,GREEN
195,41.08465,29.02061,GREEN
103,41.08529,29.01979,GREEN
141,41.06307,29.01096,GREEN
164,41.06307,29.01096,GREEN
157,41.06371,29.01042,GREEN
134,41.06416,29.00997,GREEN
194,41.07937,29.01159,GREEN
139,41.07922,29.01044,GREEN
193,41.078476490079,29.009396156746,GREEN
132,41.08085,29.01036,GREEN
196,41.06604,29.00737,GREEN
177,41.06604,29.00737,GREEN
130,41.08322,29.01363,GREEN
179,41.08368,29.01499,GREEN
151,41.07736,29.03097,GREEN
147,41.07708,29.03119,GREEN
158,41.08329,29.02852,GREEN
180,41.0891,29.03537,GREEN
106,41.08504,29.01757,GREEN
136,41.08688,29.01791,GREEN
181,41.08476,29.01351,GREEN
199,41.04903,29.02341,BLUE
191,41.04859,29.02157,BLUE
152,41.04858,29.02125,BLUE
140,41.05461,29.0274,BLUE
115,41.05434,29.03172,BLUE
107,41.05221,29.03323,BLUE
176,41.05718,29.03047,BLUE
117,41.06177,29.03788,BLUE
148,41.05797,29.01616,BLUE
161,41.05695,29.01231,BLUE
138,41.05928,29.01205,BLUE
110,41.06072,29.01134,BLUE
143,41.04378,29.00996,BLUE
182,41.04184,29.00299,BLUE
104,41.04184,29.00299,BLUE
120,41.0429,29.00004,BLUE
183,41.06195,29.01185,BLUE
165,41.06307,29.01096,BLUE
128,41.06416,29.00997,BLUE
102,41.06416,29.00997,BLUE
150,41.06078,29.01083,BLUE
155,41.06078,29.01083,BLUE
188,41.06078,29.01083,BLUE
101,41.06078,29.01083,BLUE
135,41.066,29.04069,BLUE
144,41.06766,29.04305,BLUE
129,41.07092,29.042,BLUE
171,41.07435,29.03925,BLUE
125,41.07708,29.03119,BLUE
162,41.07888,29.03018,BLUE
109,41.08596,29.03349,BLUE
108,41.08117,29.0398,BLUE
146,41.07919,29.04516,BLUE
149,41.09264,29.01804,BLUE
178,41.08765,29.00735,BLUE
